frame,pre_ms,seg_ms,depth_ms,post_ms,pub_ms,total_ms,e2e_ms
0,3.55,95.66,39.74,4.80,0.20,143.94,148.07
1,1.59,48.56,33.70,4.42,0.17,88.44,211.02
2,2.23,50.33,35.12,4.35,0.20,92.24,210.02
3,1.70,48.48,33.29,7.09,0.25,90.80,173.93
4,2.22,52.09,33.59,5.55,0.19,93.64,174.75
5,2.25,49.52,34.90,4.25,0.18,91.11,142.41
6,2.30,51.61,34.20,4.50,0.16,92.77,105.44
7,1.96,50.16,34.66,5.43,0.18,92.40,104.11
8,2.35,51.78,35.83,3.98,0.14,94.08,104.92
9,1.43,51.60,28.96,5.21,0.17,87.37,97.16
10,2.14,50.35,30.57,5.43,0.20,88.69,91.45
11,1.88,52.21,32.96,4.24,0.15,91.44,120.92
12,1.26,50.25,32.44,4.81,0.16,88.92,115.98
13,2.25,48.38,32.06,4.43,0.17,87.28,108.92
14,2.16,49.29,32.38,5.44,0.17,89.45,104.62
15,2.26,51.11,32.80,5.87,0.19,92.23,103.87
16,2.05,51.76,31.88,5.08,0.22,90.99,101.31
17,2.11,42.13,37.22,3.47,0.14,85.07,91.76
18,2.48,50.14,33.78,5.41,0.17,91.99,121.89
19,2.15,51.71,37.22,3.52,0.13,94.73,122.65
20,1.94,51.94,32.93,3.60,0.13,90.54,118.42
21,1.25,49.84,28.80,3.38,0.13,83.41,138.43
22,1.22,46.44,31.48,3.39,0.13,82.66,93.85
23,1.27,45.26,33.84,5.28,0.16,85.81,115.79
24,2.31,52.83,34.20,3.97,0.14,93.45,114.96
25,1.37,49.22,31.64,4.03,0.18,86.43,106.43
26,2.00,46.60,28.23,3.74,0.14,80.69,92.36
27,2.97,47.18,34.52,3.75,0.17,88.59,117.90
28,1.96,50.63,32.38,5.28,0.17,90.41,113.62
29,2.31,49.73,32.14,5.29,0.16,89.63,109.79
30,2.26,53.26,34.11,5.11,0.18,94.92,110.60
31,2.38,52.47,26.02,4.46,0.17,85.50,102.59
32,2.34,49.42,32.72,6.02,0.22,90.71,97.86
33,2.37,50.10,28.46,3.68,0.14,84.76,91.03
34,1.40,58.17,30.77,3.41,0.13,93.89,121.82
35,1.24,47.13,30.90,3.62,0.14,83.03,109.57
36,1.86,48.35,32.57,3.73,0.14,86.65,101.48
37,1.35,49.69,29.68,3.85,0.17,84.74,91.34
38,2.09,54.86,27.87,4.43,0.15,89.41,117.65
39,2.12,52.06,32.91,3.69,0.17,90.96,114.45
40,1.94,51.50,34.67,4.72,0.16,93.00,112.78
41,2.21,50.03,35.14,5.06,0.17,92.61,142.64
42,2.30,50.76,34.12,3.35,0.13,90.67,109.89
43,1.29,50.85,32.79,4.75,0.16,89.84,103.51
44,1.63,47.91,30.22,5.85,0.18,85.78,95.40
45,2.37,45.89,33.55,5.81,0.17,87.80,121.21
46,2.41,46.61,35.24,4.62,0.15,89.04,116.88
47,2.10,48.19,34.80,5.06,0.16,90.32,112.77
48,2.09,51.09,34.75,5.14,0.18,93.26,144.00
49,2.16,50.96,34.15,4.73,0.15,92.14,106.59
50,2.33,50.92,33.84,3.38,0.13,90.60,110.45
51,1.97,51.77,32.33,5.90,0.21,92.17,107.53
52,2.28,49.67,27.78,4.42,0.14,84.28,98.76
53,1.29,48.31,30.73,5.45,0.17,85.96,89.52
54,1.81,46.96,34.63,3.38,0.13,86.90,113.12
55,1.97,47.84,34.22,3.57,0.16,87.76,106.04
56,2.03,52.40,31.55,3.39,0.13,89.50,99.91
57,1.81,46.15,30.76,3.45,0.15,82.31,86.21
58,1.31,45.46,36.41,5.33,0.20,88.70,115.96
59,2.36,46.94,34.08,5.36,0.19,88.94,107.01
60,2.38,47.48,27.69,5.54,0.18,83.28,96.46
61,1.99,46.89,29.95,5.63,0.18,84.64,122.43
62,2.20,49.04,31.71,5.07,0.17,88.19,117.42
63,1.86,45.86,32.27,6.79,0.21,87.00,109.98
64,1.32,50.13,32.77,3.82,0.17,88.21,99.49
65,2.17,46.70,28.02,3.98,0.15,81.03,85.57
66,1.85,49.76,32.67,3.94,0.15,88.37,114.90
67,2.05,43.96,47.86,4.81,0.16,98.85,118.62
68,1.43,52.17,40.25,4.22,0.20,98.29,121.45
69,2.39,51.59,40.61,5.43,0.21,100.23,125.24
70,5.96,72.60,33.43,3.48,0.14,115.62,146.47
71,1.33,53.25,38.82,3.91,0.15,97.46,117.67
72,1.67,55.87,39.70,3.63,0.16,101.02,123.80
73,1.71,52.84,39.99,3.50,0.14,98.18,126.07
74,1.33,54.23,37.52,4.13,0.16,97.36,128.74
75,1.70,50.47,36.20,3.47,0.14,91.98,124.84
76,2.05,57.79,33.12,4.42,0.16,97.54,127.54
77,2.08,55.03,37.92,3.90,0.14,99.07,128.49
78,1.33,54.36,35.40,4.71,0.21,96.02,100.12
79,2.61,53.06,39.66,3.44,0.16,98.93,105.69
80,2.04,50.93,39.86,5.69,0.21,98.74,110.18
81,1.73,53.59,36.51,5.79,0.18,97.80,113.73
82,2.52,54.50,38.92,5.00,0.16,101.10,120.15
83,1.64,57.57,41.17,3.68,0.16,104.23,129.33
84,3.14,56.37,39.03,4.53,0.17,103.24,137.14
85,1.62,57.62,41.80,4.99,0.16,106.19,113.15
86,1.79,48.74,38.83,5.08,0.14,94.57,114.01
87,2.31,51.94,40.41,5.31,0.17,100.14,118.93
88,1.70,52.41,41.00,4.58,0.14,99.83,124.81
89,2.13,51.63,37.13,4.53,0.17,95.59,127.90
90,2.15,48.72,37.67,3.84,0.15,92.53,126.76
91,1.38,54.88,38.94,5.72,0.18,101.09,133.20
92,2.18,51.00,35.26,3.69,0.15,92.27,95.72
93,1.71,53.49,35.95,4.30,0.16,95.61,131.44
94,2.07,52.77,36.52,5.71,0.18,97.26,134.64
95,2.44,52.90,39.20,5.29,0.17,100.00,136.63
96,2.44,51.53,36.58,5.66,0.19,96.40,107.62
97,2.36,54.93,36.91,5.81,0.18,100.19,147.27
98,2.26,48.72,36.22,4.80,0.14,92.14,145.67
99,2.18,49.94,37.80,4.61,0.14,94.68,114.53
100,2.02,50.50,36.88,4.53,0.17,94.11,146.40
101,2.04,51.66,37.25,4.01,0.16,95.12,115.84
102,2.00,54.53,35.75,3.47,0.14,95.89,117.19
103,1.86,58.99,40.39,4.83,0.14,106.20,124.55
104,2.29,59.25,36.63,4.17,0.17,102.50,132.21
105,1.43,50.15,33.10,3.31,0.13,88.13,95.72
106,1.83,46.46,32.64,3.34,0.13,84.40,116.51
107,2.23,47.18,30.25,3.69,0.14,83.49,104.66
108,2.23,55.42,42.72,3.42,0.14,103.92,112.61
109,1.43,46.68,32.07,3.76,0.15,84.09,101.18
110,2.11,46.78,31.77,4.75,0.16,85.58,92.68
111,2.09,50.50,31.84,4.75,0.17,89.35,119.19
112,2.30,50.17,34.10,5.40,0.18,92.15,116.33
113,2.41,52.39,48.54,3.73,0.14,107.21,129.70
114,1.54,48.96,30.71,4.15,0.16,85.52,88.57
115,2.45,52.53,41.43,5.59,0.18,102.19,128.19
116,2.11,55.53,36.66,4.08,0.21,98.59,102.03
117,2.31,60.81,41.09,4.71,0.19,109.11,113.20
118,2.01,55.56,37.12,5.32,0.14,100.14,119.45
119,2.11,56.46,41.10,4.55,0.17,104.40,130.22
120,2.20,60.11,38.07,4.09,0.18,104.66,110.23
121,2.22,67.79,39.32,4.08,0.24,113.66,129.84
122,2.44,57.13,35.96,4.70,0.24,100.47,136.41
123,1.77,53.33,38.26,5.89,0.18,99.43,106.32
124,2.35,58.93,40.23,4.06,0.17,105.74,118.27
125,1.41,56.39,38.84,5.85,0.18,102.67,126.96
126,2.26,57.58,42.19,5.51,0.21,107.75,140.61
127,2.46,55.01,40.78,4.94,0.19,103.37,151.88
128,2.14,57.18,41.84,5.24,0.21,106.61,133.60
129,2.53,60.97,33.53,4.39,0.16,101.57,143.68
130,1.42,56.10,38.65,5.47,0.20,101.83,147.73
131,2.07,56.35,43.49,3.97,0.18,106.07,129.27
132,1.42,62.28,40.22,5.58,0.19,109.69,145.09
133,2.12,56.59,40.85,4.31,0.18,104.06,156.91
134,1.83,59.82,36.73,5.29,0.21,103.88,131.06
135,2.47,57.79,36.32,4.90,0.17,101.65,107.85
136,2.17,59.40,40.72,5.41,0.17,107.88,121.77
137,2.42,60.51,29.93,4.04,0.21,97.12,125.80
138,1.98,55.53,41.70,3.82,0.14,103.17,134.37
139,1.44,57.61,40.62,4.41,0.20,104.27,107.98
140,1.83,55.29,37.32,4.08,0.17,98.68,148.50
141,1.55,53.93,36.41,4.69,0.16,96.74,151.08
142,2.23,55.22,36.12,5.44,0.17,99.18,120.35
143,1.80,57.79,37.72,4.33,0.19,101.84,127.67
144,2.07,56.54,41.01,4.15,0.19,103.95,107.88
145,1.75,70.60,37.66,5.16,0.19,115.36,129.45
146,2.48,67.27,39.40,5.02,0.19,114.37,147.31
147,2.32,71.73,34.17,6.09,0.21,114.52,169.57
148,2.35,67.89,38.37,5.72,0.26,114.59,161.93
149,2.12,69.78,37.07,4.96,0.18,114.12,183.97
150,1.79,62.02,35.83,5.90,0.19,105.73,129.05
151,2.27,65.96,39.86,4.42,0.23,112.73,117.63
152,2.11,57.15,37.11,5.97,0.18,102.53,126.50
153,2.45,64.94,39.39,5.85,0.22,112.84,145.91
154,2.27,63.71,38.69,5.63,0.21,110.51,127.17
155,2.38,66.29,40.00,4.12,0.17,112.95,147.67
156,2.14,64.54,39.99,5.15,0.19,112.01,133.02
157,2.20,63.91,37.52,3.47,0.14,107.23,144.60
158,1.83,64.31,33.18,6.02,0.18,105.53,156.00
159,4.01,60.72,38.55,5.88,0.22,109.38,139.32
160,2.54,63.82,39.35,6.12,0.22,112.03,160.33
161,3.58,63.32,40.50,6.09,0.27,113.75,181.74
162,1.92,73.36,28.78,4.69,0.19,108.93,130.87
163,1.76,69.19,37.70,5.98,0.20,114.82,152.93
164,1.88,69.14,39.66,5.35,0.20,116.23,143.45
165,2.02,66.18,42.46,4.83,0.19,115.68,162.34
166,2.26,66.02,40.67,4.51,0.18,113.64,119.86
167,1.79,69.87,36.46,4.21,0.18,112.51,138.83
168,1.57,70.23,40.82,3.41,0.14,116.17,161.63
169,1.33,58.81,37.45,4.77,0.17,102.53,133.34
170,1.76,64.01,39.41,6.27,0.21,111.67,150.82
171,2.55,62.75,37.75,5.19,0.17,108.41,167.00
172,2.24,62.17,34.64,4.52,0.16,103.73,109.53
173,1.68,64.33,40.15,4.40,0.18,110.73,157.17
174,2.58,66.57,40.61,3.40,0.13,113.29,176.63
175,1.28,59.19,36.48,4.41,0.15,101.52,151.47
176,2.09,67.75,33.69,3.60,0.16,107.29,133.77
177,1.79,64.08,31.88,5.00,0.17,102.92,107.95
178,1.46,64.89,39.52,3.84,0.16,109.88,123.13
179,2.15,66.03,46.38,5.57,0.21,120.33,149.29
180,2.14,64.24,37.56,4.19,0.16,108.30,127.87
181,2.23,66.71,33.34,3.50,0.14,105.92,140.44
182,2.20,62.52,32.87,3.41,0.14,101.13,150.16
183,1.35,85.76,40.50,3.72,0.17,131.50,157.76
184,1.53,70.37,41.37,3.95,0.17,117.38,144.88
185,1.90,66.83,41.04,6.23,0.21,116.20,167.78
186,1.87,70.77,34.29,4.49,0.18,111.60,123.53
187,2.14,69.08,39.62,4.00,0.17,115.02,143.86
188,2.01,66.54,41.01,4.97,0.17,114.70,129.94
189,1.49,62.71,39.79,5.45,0.20,109.64,115.52
190,2.37,65.37,38.51,5.55,0.20,112.00,134.87
191,2.18,64.93,41.77,5.15,0.19,114.22,120.48
192,2.13,65.21,39.21,3.96,0.17,110.69,137.67
193,2.29,62.90,43.10,4.77,0.20,113.25,124.15
194,2.04,62.99,43.88,6.06,0.21,115.18,145.14
195,2.29,66.11,40.41,5.49,0.21,114.51,168.51
196,1.95,65.42,43.19,4.62,0.17,115.35,124.32
197,1.50,73.74,39.83,3.64,0.14,118.85,150.69
198,1.29,66.43,31.81,4.30,0.14,103.97,159.53
199,1.63,66.95,36.90,3.56,0.14,109.18,138.46
200,1.83,67.23,38.65,5.53,0.23,113.48,125.86
201,1.95,68.98,37.81,4.99,0.23,113.95,146.38
202,2.33,67.74,35.49,6.18,0.21,111.96,130.05
203,2.42,64.98,40.30,6.00,0.21,113.90,152.31
204,2.55,66.06,44.44,6.22,0.22,119.49,147.64
205,2.57,67.24,37.17,5.23,0.20,112.41,168.04
206,1.90,69.10,37.87,6.04,0.21,115.11,122.34
207,2.41,69.10,36.77,6.20,0.21,114.69,144.07
208,1.73,64.56,38.89,3.78,0.17,109.13,160.66
209,1.62,66.38,40.58,4.13,0.17,112.87,142.71
210,1.76,64.94,40.58,6.15,0.21,113.63,130.26
211,2.32,62.72,36.57,6.35,0.21,108.18,146.32
212,2.45,65.36,36.09,4.39,0.16,108.45,162.70
213,1.98,67.15,40.07,4.30,0.20,113.70,145.90
214,2.24,62.52,41.11,4.32,0.19,110.39,130.59
215,2.08,62.58,36.58,4.06,0.14,105.44,143.72
216,2.15,62.50,38.23,4.18,0.14,107.20,155.84
217,1.74,63.56,37.72,6.26,0.20,109.49,135.35
218,2.34,65.79,38.74,4.08,0.24,111.19,121.23
219,1.99,65.49,37.09,6.47,0.18,111.22,139.12
220,2.25,65.41,37.91,4.66,0.21,110.44,119.40
221,2.20,67.09,39.42,6.30,0.22,115.21,142.50
222,2.35,62.82,39.87,5.70,0.22,110.97,160.83
223,2.14,63.20,34.80,6.30,0.24,106.68,174.52
224,2.31,67.04,41.32,5.11,0.16,115.93,130.28
225,1.77,65.22,39.54,3.89,0.16,110.59,115.07
226,2.17,58.26,38.23,5.73,0.18,104.57,126.61
227,1.59,71.07,37.64,3.65,0.13,114.07,146.89
228,1.72,64.95,37.55,4.32,0.22,108.76,161.76
229,1.86,60.48,35.92,4.43,0.15,102.85,135.13
230,1.64,58.09,35.93,3.97,0.15,99.78,141.11
231,2.33,56.66,36.63,5.11,0.18,100.91,148.22
232,2.95,58.99,38.52,4.33,0.23,105.01,127.23
233,2.24,67.98,28.12,5.44,0.18,103.98,137.11
234,1.96,62.09,37.02,3.92,0.18,105.17,111.88
235,1.62,64.92,40.05,5.86,0.21,112.65,131.73
236,2.50,66.70,39.47,5.77,0.19,114.62,122.44
237,3.00,62.95,32.71,5.91,0.19,104.76,133.81
238,2.42,57.54,47.19,6.08,0.21,113.43,151.20
239,2.48,63.32,39.22,6.36,0.23,111.60,137.60
240,2.50,61.48,36.48,5.80,0.18,106.44,120.25
